Date Administered 1 1 1 1 1 1 1 1 (copy)	* Jurisdiction 1 1 1 1 1 1 1 1 (copy)	* Ethnicity 1 (copy)	COVID-19 Doses Administered
6/11/2021	Cass	Unknown	15
6/10/2021	Cass	Unknown	34
6/9/2021	Cass	Unknown	38
6/8/2021	Cass	Unknown	20
6/7/2021	Cass	Unknown	12
6/6/2021	Cass	Unknown	11
6/5/2021	Cass	Unknown	10
6/4/2021	Cass	Unknown	17
6/3/2021	Cass	Unknown	6
6/2/2021	Cass	Unknown	11
6/1/2021	Cass	Unknown	19
5/31/2021	Cass	Unknown	1
5/30/2021	Cass	Unknown	8
5/29/2021	Cass	Unknown	15
5/28/2021	Cass	Unknown	31
5/27/2021	Cass	Unknown	14
5/26/2021	Cass	Unknown	8
5/25/2021	Cass	Unknown	30
5/24/2021	Cass	Unknown	12
5/23/2021	Cass	Unknown	3
5/22/2021	Cass	Unknown	8
5/21/2021	Cass	Unknown	22
5/20/2021	Cass	Unknown	16
5/19/2021	Cass	Unknown	31
5/18/2021	Cass	Unknown	11
5/17/2021	Cass	Unknown	11
5/16/2021	Cass	Unknown	7
5/15/2021	Cass	Unknown	19
5/14/2021	Cass	Unknown	42
5/13/2021	Cass	Unknown	62
5/12/2021	Cass	Unknown	117
5/11/2021	Cass	Unknown	47
5/10/2021	Cass	Unknown	4
5/9/2021	Cass	Unknown	32
5/8/2021	Cass	Unknown	43
5/7/2021	Cass	Unknown	25
5/6/2021	Cass	Unknown	65
5/5/2021	Cass	Unknown	11
5/4/2021	Cass	Unknown	27
5/3/2021	Cass	Unknown	9
5/2/2021	Cass	Unknown	14
5/1/2021	Cass	Unknown	235
4/30/2021	Cass	Unknown	298
4/29/2021	Cass	Unknown	273
4/28/2021	Cass	Unknown	266
4/27/2021	Cass	Unknown	26
4/26/2021	Cass	Unknown	5
4/24/2021	Cass	Unknown	5
4/23/2021	Cass	Unknown	30
4/22/2021	Cass	Unknown	17
4/21/2021	Cass	Unknown	7
4/20/2021	Cass	Unknown	23
4/19/2021	Cass	Unknown	13
4/18/2021	Cass	Unknown	5
4/17/2021	Cass	Unknown	240
4/16/2021	Cass	Unknown	541
4/15/2021	Cass	Unknown	364
4/14/2021	Cass	Unknown	26
4/13/2021	Cass	Unknown	246
4/12/2021	Cass	Unknown	28
4/11/2021	Cass	Unknown	8
4/10/2021	Cass	Unknown	85
4/9/2021	Cass	Unknown	167
4/8/2021	Cass	Unknown	277
4/7/2021	Cass	Unknown	180
4/6/2021	Cass	Unknown	417
4/5/2021	Cass	Unknown	36
4/4/2021	Cass	Unknown	5
4/3/2021	Cass	Unknown	190
4/2/2021	Cass	Unknown	442
4/1/2021	Cass	Unknown	519
3/31/2021	Cass	Unknown	481
3/30/2021	Cass	Unknown	265
3/29/2021	Cass	Unknown	38
3/28/2021	Cass	Unknown	30
3/27/2021	Cass	Unknown	50
3/26/2021	Cass	Unknown	350
3/25/2021	Cass	Unknown	254
3/24/2021	Cass	Unknown	299
3/23/2021	Cass	Unknown	208
3/22/2021	Cass	Unknown	36
3/21/2021	Cass	Unknown	10
3/20/2021	Cass	Unknown	585
3/19/2021	Cass	Unknown	662
3/18/2021	Cass	Unknown	86
3/17/2021	Cass	Unknown	58
3/16/2021	Cass	Unknown	33
3/15/2021	Cass	Unknown	20
3/14/2021	Cass	Unknown	40
3/13/2021	Cass	Unknown	318
3/12/2021	Cass	Unknown	316
3/11/2021	Cass	Unknown	45
3/10/2021	Cass	Unknown	39
3/9/2021	Cass	Unknown	34
3/8/2021	Cass	Unknown	39
3/7/2021	Cass	Unknown	17
3/6/2021	Cass	Unknown	21
3/5/2021	Cass	Unknown	22
3/4/2021	Cass	Unknown	18
3/3/2021	Cass	Unknown	147
3/2/2021	Cass	Unknown	91
3/1/2021	Cass	Unknown	30
2/27/2021	Cass	Unknown	1
2/26/2021	Cass	Unknown	255
2/25/2021	Cass	Unknown	8
2/24/2021	Cass	Unknown	131
2/23/2021	Cass	Unknown	165
2/22/2021	Cass	Unknown	98
2/20/2021	Cass	Unknown	2
2/19/2021	Cass	Unknown	16
2/18/2021	Cass	Unknown	26
2/17/2021	Cass	Unknown	16
2/16/2021	Cass	Unknown	124
2/15/2021	Cass	Unknown	19
2/13/2021	Cass	Unknown	4
2/12/2021	Cass	Unknown	73
2/11/2021	Cass	Unknown	32
2/10/2021	Cass	Unknown	94
2/9/2021	Cass	Unknown	111
2/8/2021	Cass	Unknown	25
2/6/2021	Cass	Unknown	1
2/5/2021	Cass	Unknown	33
2/4/2021	Cass	Unknown	13
2/3/2021	Cass	Unknown	50
2/2/2021	Cass	Unknown	29
2/1/2021	Cass	Unknown	6
1/29/2021	Cass	Unknown	68
1/28/2021	Cass	Unknown	47
1/27/2021	Cass	Unknown	37
1/26/2021	Cass	Unknown	74
1/25/2021	Cass	Unknown	8
1/24/2021	Cass	Unknown	1
1/22/2021	Cass	Unknown	26
1/21/2021	Cass	Unknown	23
1/20/2021	Cass	Unknown	31
1/19/2021	Cass	Unknown	38
1/18/2021	Cass	Unknown	7
1/16/2021	Cass	Unknown	3
1/14/2021	Cass	Unknown	5
1/13/2021	Cass	Unknown	16
1/12/2021	Cass	Unknown	26
1/11/2021	Cass	Unknown	6
1/8/2021	Cass	Unknown	4
1/7/2021	Cass	Unknown	2
1/6/2021	Cass	Unknown	7
1/5/2021	Cass	Unknown	1
12/28/2020	Cass	Unknown	1
7/7/2021	Cass	Not Hispanic or Latino	19
7/6/2021	Cass	Not Hispanic or Latino	44
7/5/2021	Cass	Not Hispanic or Latino	45
7/4/2021	Cass	Not Hispanic or Latino	5
7/3/2021	Cass	Not Hispanic or Latino	16
7/2/2021	Cass	Not Hispanic or Latino	69
7/1/2021	Cass	Not Hispanic or Latino	49
6/30/2021	Cass	Not Hispanic or Latino	53
6/29/2021	Cass	Not Hispanic or Latino	47
6/28/2021	Cass	Not Hispanic or Latino	56
6/27/2021	Cass	Not Hispanic or Latino	22
6/26/2021	Cass	Not Hispanic or Latino	58
6/25/2021	Cass	Not Hispanic or Latino	55
6/24/2021	Cass	Not Hispanic or Latino	64
6/23/2021	Cass	Not Hispanic or Latino	85
6/22/2021	Cass	Not Hispanic or Latino	53
6/21/2021	Cass	Not Hispanic or Latino	45
6/20/2021	Cass	Not Hispanic or Latino	30
6/19/2021	Cass	Not Hispanic or Latino	42
6/18/2021	Cass	Not Hispanic or Latino	90
6/17/2021	Cass	Not Hispanic or Latino	68
6/16/2021	Cass	Not Hispanic or Latino	126
6/15/2021	Cass	Not Hispanic or Latino	99
6/14/2021	Cass	Not Hispanic or Latino	92
6/13/2021	Cass	Not Hispanic or Latino	58
6/12/2021	Cass	Not Hispanic or Latino	204
6/11/2021	Cass	Not Hispanic or Latino	127
6/10/2021	Cass	Not Hispanic or Latino	147
6/9/2021	Cass	Not Hispanic or Latino	168
6/8/2021	Cass	Not Hispanic or Latino	104
6/7/2021	Cass	Not Hispanic or Latino	112
6/6/2021	Cass	Not Hispanic or Latino	76
6/5/2021	Cass	Not Hispanic or Latino	86
6/4/2021	Cass	Not Hispanic or Latino	115
6/3/2021	Cass	Not Hispanic or Latino	62
6/2/2021	Cass	Not Hispanic or Latino	59
6/1/2021	Cass	Not Hispanic or Latino	71
5/31/2021	Cass	Not Hispanic or Latino	9
5/30/2021	Cass	Not Hispanic or Latino	27
5/29/2021	Cass	Not Hispanic or Latino	52
5/28/2021	Cass	Not Hispanic or Latino	135
5/27/2021	Cass	Not Hispanic or Latino	86
5/26/2021	Cass	Not Hispanic or Latino	63
5/25/2021	Cass	Not Hispanic or Latino	92
5/24/2021	Cass	Not Hispanic or Latino	86
5/23/2021	Cass	Not Hispanic or Latino	50
5/22/2021	Cass	Not Hispanic or Latino	68
5/21/2021	Cass	Not Hispanic or Latino	111
5/20/2021	Cass	Not Hispanic or Latino	104
5/19/2021	Cass	Not Hispanic or Latino	80
5/18/2021	Cass	Not Hispanic or Latino	119
5/17/2021	Cass	Not Hispanic or Latino	69
5/16/2021	Cass	Not Hispanic or Latino	39
5/15/2021	Cass	Not Hispanic or Latino	96
5/14/2021	Cass	Not Hispanic or Latino	187
5/13/2021	Cass	Not Hispanic or Latino	125
5/12/2021	Cass	Not Hispanic or Latino	325
5/11/2021	Cass	Not Hispanic or Latino	177
5/10/2021	Cass	Not Hispanic or Latino	88
5/9/2021	Cass	Not Hispanic or Latino	75
5/8/2021	Cass	Not Hispanic or Latino	152
5/7/2021	Cass	Not Hispanic or Latino	129
5/6/2021	Cass	Not Hispanic or Latino	145
5/5/2021	Cass	Not Hispanic or Latino	128
5/4/2021	Cass	Not Hispanic or Latino	266
5/3/2021	Cass	Not Hispanic or Latino	163
5/2/2021	Cass	Not Hispanic or Latino	85
5/1/2021	Cass	Not Hispanic or Latino	309
4/30/2021	Cass	Not Hispanic or Latino	300
4/29/2021	Cass	Not Hispanic or Latino	355
4/28/2021	Cass	Not Hispanic or Latino	293
4/27/2021	Cass	Not Hispanic or Latino	197
4/26/2021	Cass	Not Hispanic or Latino	91
4/25/2021	Cass	Not Hispanic or Latino	35
4/24/2021	Cass	Not Hispanic or Latino	91
4/23/2021	Cass	Not Hispanic or Latino	109
4/22/2021	Cass	Not Hispanic or Latino	127
4/21/2021	Cass	Not Hispanic or Latino	84
4/20/2021	Cass	Not Hispanic or Latino	172
4/19/2021	Cass	Not Hispanic or Latino	101
4/18/2021	Cass	Not Hispanic or Latino	29
4/17/2021	Cass	Not Hispanic or Latino	110
4/16/2021	Cass	Not Hispanic or Latino	392
4/15/2021	Cass	Not Hispanic or Latino	299
4/14/2021	Cass	Not Hispanic or Latino	127
4/13/2021	Cass	Not Hispanic or Latino	218
4/12/2021	Cass	Not Hispanic or Latino	112
4/11/2021	Cass	Not Hispanic or Latino	46
4/10/2021	Cass	Not Hispanic or Latino	172
4/9/2021	Cass	Not Hispanic or Latino	451
4/8/2021	Cass	Not Hispanic or Latino	225
4/7/2021	Cass	Not Hispanic or Latino	274
4/6/2021	Cass	Not Hispanic or Latino	358
4/5/2021	Cass	Not Hispanic or Latino	130
4/4/2021	Cass	Not Hispanic or Latino	13
4/3/2021	Cass	Not Hispanic or Latino	171
4/2/2021	Cass	Not Hispanic or Latino	359
4/1/2021	Cass	Not Hispanic or Latino	458
3/31/2021	Cass	Not Hispanic or Latino	413
3/30/2021	Cass	Not Hispanic or Latino	339
3/29/2021	Cass	Not Hispanic or Latino	78
3/28/2021	Cass	Not Hispanic or Latino	66
3/27/2021	Cass	Not Hispanic or Latino	114
3/26/2021	Cass	Not Hispanic or Latino	367
3/25/2021	Cass	Not Hispanic or Latino	254
3/24/2021	Cass	Not Hispanic or Latino	275
3/23/2021	Cass	Not Hispanic or Latino	152
3/22/2021	Cass	Not Hispanic or Latino	79
3/21/2021	Cass	Not Hispanic or Latino	110
3/20/2021	Cass	Not Hispanic or Latino	427
3/19/2021	Cass	Not Hispanic or Latino	359
3/18/2021	Cass	Not Hispanic or Latino	149
3/17/2021	Cass	Not Hispanic or Latino	152
3/16/2021	Cass	Not Hispanic or Latino	154
3/15/2021	Cass	Not Hispanic or Latino	58
3/14/2021	Cass	Not Hispanic or Latino	81
3/13/2021	Cass	Not Hispanic or Latino	308
3/12/2021	Cass	Not Hispanic or Latino	264
3/11/2021	Cass	Not Hispanic or Latino	53
3/10/2021	Cass	Not Hispanic or Latino	55
3/9/2021	Cass	Not Hispanic or Latino	120
3/8/2021	Cass	Not Hispanic or Latino	57
3/7/2021	Cass	Not Hispanic or Latino	22
3/6/2021	Cass	Not Hispanic or Latino	48
3/5/2021	Cass	Not Hispanic or Latino	36
3/4/2021	Cass	Not Hispanic or Latino	36
3/3/2021	Cass	Not Hispanic or Latino	99
3/2/2021	Cass	Not Hispanic or Latino	123
3/1/2021	Cass	Not Hispanic or Latino	45
2/28/2021	Cass	Not Hispanic or Latino	1
2/27/2021	Cass	Not Hispanic or Latino	2
2/26/2021	Cass	Not Hispanic or Latino	205
2/25/2021	Cass	Not Hispanic or Latino	36
2/24/2021	Cass	Not Hispanic or Latino	88
2/23/2021	Cass	Not Hispanic or Latino	156
2/22/2021	Cass	Not Hispanic or Latino	102
2/21/2021	Cass	Not Hispanic or Latino	34
2/20/2021	Cass	Not Hispanic or Latino	66
2/19/2021	Cass	Not Hispanic or Latino	93
2/18/2021	Cass	Not Hispanic or Latino	115
2/17/2021	Cass	Not Hispanic or Latino	32
2/16/2021	Cass	Not Hispanic or Latino	93
2/15/2021	Cass	Not Hispanic or Latino	51
2/13/2021	Cass	Not Hispanic or Latino	11
2/12/2021	Cass	Not Hispanic or Latino	121
2/11/2021	Cass	Not Hispanic or Latino	79
2/10/2021	Cass	Not Hispanic or Latino	119
2/9/2021	Cass	Not Hispanic or Latino	147
2/8/2021	Cass	Not Hispanic or Latino	51
2/7/2021	Cass	Not Hispanic or Latino	8
2/6/2021	Cass	Not Hispanic or Latino	26
2/5/2021	Cass	Not Hispanic or Latino	84
2/4/2021	Cass	Not Hispanic or Latino	78
2/3/2021	Cass	Not Hispanic or Latino	152
2/2/2021	Cass	Not Hispanic or Latino	134
2/1/2021	Cass	Not Hispanic or Latino	43
1/31/2021	Cass	Not Hispanic or Latino	1
1/30/2021	Cass	Not Hispanic or Latino	1
1/29/2021	Cass	Not Hispanic or Latino	115
1/28/2021	Cass	Not Hispanic or Latino	88
1/27/2021	Cass	Not Hispanic or Latino	47
1/26/2021	Cass	Not Hispanic or Latino	94
1/25/2021	Cass	Not Hispanic or Latino	17
1/24/2021	Cass	Not Hispanic or Latino	1
1/23/2021	Cass	Not Hispanic or Latino	16
1/22/2021	Cass	Not Hispanic or Latino	37
1/21/2021	Cass	Not Hispanic or Latino	41
1/20/2021	Cass	Not Hispanic or Latino	66
1/19/2021	Cass	Not Hispanic or Latino	41
1/18/2021	Cass	Not Hispanic or Latino	15
1/16/2021	Cass	Not Hispanic or Latino	3
1/15/2021	Cass	Not Hispanic or Latino	8
1/14/2021	Cass	Not Hispanic or Latino	8
