report_date,zip,geoid,county,state,cases,new_cases,case_avg,case_rate,case_avg_rate
2020-08-05,63366,29183,St. Charles,Missouri,499,11,10.785714285714286,10.056226194554725,2.173618888316295
2020-08-05,63367,29183,St. Charles,Missouri,252,1,6.642857142857143,10.401188707280832,2.7418099483478384
2020-08-05,63368,29183,St. Charles,Missouri,391,5,9.285714285714286,8.347744401033326,1.9824749216922408
2020-08-05,63373,29183,St. Charles,Missouri,7,1,NaN,11.804384485666104,NaN
2020-08-05,63376,29183,St. Charles,Missouri,675,10,13.357142857142858,9.066731141199226,1.7941573792637624
2020-08-05,63385,29183,St. Charles,Missouri,378,4,10.642857142857142,8.662969244167392,2.4391202142497
2020-08-05,63386,29183,St. Charles,Missouri,6,0,NaN,15.306122448979592,NaN
2020-08-06,63301,29183,St. Charles,Missouri,660,20,13.5,13.024173655648742,2.6640355204736066
2020-08-06,63303,29183,St. Charles,Missouri,502,10,9.571428571428571,10.478854423245522,1.9979602912847183
2020-08-06,63304,29183,St. Charles,Missouri,383,4,7.857142857142857,9.278999903091384,1.903562083812108
2020-08-06,63332,29183,St. Charles,Missouri,NaN,NaN,NaN,NaN,NaN
2020-08-06,63341,29183,St. Charles,Missouri,26,1,0.5,7.098007098007098,1.365001365001365
